candidate_rank,pair_id,observation_dimension,coupling,schedule_amplitude,t,bank_count,bank_seed,target_hull_feasible,target_hull_lp_residual,calibration_converged,maximum_standardized_residual,ess_fraction,projection_kl_distortion,lambda_norm,maximum_weight,covariance_rank,covariance_condition,hidden_shift_standardized_rms,hidden_shift_nontrivial,field_minimum,field_maximum,hard_range_violation_fraction,physical_range_gate_pass
2,v6_F0300_k06100__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.9,4096,36110,True,1.1102230246251565e-16,True,1.7763568394002505e-15,0.6814141647192532,0.15918613204408827,1.0118420372438677,0.0009013798171942343,2,57.74099565240747,0.3229488684075494,True,0.00011526071466505527,0.45707112550735474,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.0,0.1,4096,36120,False,,False,,,,,,,,,False,0.0006889394717290998,0.3831315338611603,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.0,0.2,4096,36120,False,,False,,,,,,,,,False,0.0006123906350694597,0.39206981658935547,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.0,0.3,4096,36120,False,,False,,,,,,,,,False,0.0005358417984098196,0.40100806951522827,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.0,0.4,4096,36120,False,,False,,,,,,,,,False,0.00045929299085401,0.40994638204574585,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.0,0.5,4096,36120,False,,False,,,,,,,,,False,0.0003827441541943699,0.41888463497161865,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.0,0.6,4096,36120,False,,False,,,,,,,,,False,0.00030619531753472984,0.42782294750213623,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.0,0.7,4096,36120,True,0.0,True,2.6645352591003757e-15,0.009767540462621972,3.604028872007054,8.062924472849039,0.07808014881252434,2,303.1758040993497,1.3990550487782476,True,0.000229646495427005,0.4367612302303314,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.0,0.8,4096,36120,True,2.220446049250313e-16,True,4.11226608321158e-13,0.08639095658995191,1.5855884397807742,3.2701125997959006,0.010887594954633335,2,60.61659873313724,1.0329763449623766,True,0.00015309765876736492,0.44686922430992126,0.0,True
2,v6_F0300_k06100__v6_F0280_k05800,2,independent,0.0,0.9,4096,36120,True,2.220446049250313e-16,True,2.220446049250313e-15,0.3885178629952984,0.43168364819061256,1.463380951237173,0.0020544692466561683,2,41.72755647640233,0.5701532500013389,True,7.65488512115553e-05,0.45722201466560364,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.0,0.1,4096,36200,False,,False,,,,,,,,,False,0.0007596508949063718,0.3771606385707855,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.0,0.2,4096,36200,False,,False,,,,,,,,,False,0.0006752452463842928,0.3872511386871338,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.0,0.3,4096,36200,False,,False,,,,,,,,,False,0.0005908395978622139,0.39734163880348206,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.0,0.4,4096,36200,False,,False,,,,,,,,,False,0.0005064339493401349,0.4074321389198303,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.0,0.5,4096,36200,False,,False,,,,,,,,,False,0.0004220282717142254,0.4175226390361786,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.0,0.6,4096,36200,True,0.0,True,5.240252676230739e-14,0.0018741712142682852,5.273748211929876,12.652585370878919,0.18990680120189887,2,340.7052342346949,1.4038496800964544,True,0.00033762259408831596,0.42761313915252686,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.0,0.7,4096,36200,True,2.220446049250313e-16,True,7.66053886991358e-15,0.00960903863875353,3.1248149707979724,6.6431133003798815,0.07511676700890842,2,84.9700060148598,1.1630756070081174,True,0.00025321697467006743,0.4377036392688751,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.0,0.8,4096,36200,True,2.220446049250313e-16,True,4.218847493575595e-15,0.09350934314678286,1.3678008484450948,3.4606471149259144,0.013225380967401754,2,53.47236253203383,0.844202986085018,True,0.00016881129704415798,0.4477941393852234,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,maximal_same_ic,0.0,0.9,4096,36200,True,1.1102230246251565e-16,True,5.662137425588298e-15,0.46049106002402046,0.3329688970442405,1.4323023701698046,0.001925410208379095,2,44.26140347840239,0.46005893115069824,True,8.440567762590945e-05,0.45788463950157166,0.0,True
